gene_name	qssm	qupm	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L
VCPIP1	8	7	0.00345388	0.00365502	0.017138	0.0377144	0.0705887	0.0895003	0.129743	0.332895	0.851166	1
BRAF	3	3	0	0.0621797	0.164727	0.228897	0.442744	0.812219	0.954945	0.986898	0.881377	1
NDUFV2	3	2	0.0772537	0.251112	0.436162	0.596982	2.03029	1.70259	1.09619	0.892752	0.998644	1
DIEXF	2	2	0.00185309	0.0262941	0.0377778	0.018291	0.00850297	0.0346998	0.0839437	1.21575	1.06878	1
METTL13	10	4	0	0.00720179	0.0293001	0.0354179	0.0872622	0.0678301	0.470936	0.834952	0.918394	1
GAK	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPP1R12A	16	10	0.0121922	0.020676	0.0449297	0.0517637	0.0730924	0.247541	0.752549	1.00996	1.0014	1
HNRNPDL	4	4	0.557285	0.642397	0.861743	1.09396	1.35779	1.91645	1.73213	1.11932	1.15507	1
POLI	1	1	0	0	1.0215	0	0	0	0.101056	0.216979	0.830057	1
TRIOBP	1	1	0.0438853	0.046411	0.152883	0.242131	0.30893	0.30795	0.544215	0.827982	0.932373	1
LRBA	35	19	0.0117998	0.0289519	0.0587928	0.0687916	0.17115	0.663216	0.943456	1.03458	1.02447	1
ISOC1	19	8	0.0243432	0.0582318	0.236232	0.551279	0.752151	0.814588	0.839492	0.941099	0.984204	1
EPS15L1	5	4	0.00686186	0.0362492	0.0672865	0.115696	0.266902	0.581248	0.690034	0.928169	0.980674	1
LYPLAL1	4	2	0.0238625	0.0201015	0.0570517	0.0777609	0.430964	0.78531	0.941835	0.831719	0.938387	1
CPQ	1	1	0.475948	0.858863	0.780319	0.816246	1.11591	1.00713	0.896768	1.01412	1.93584	1
ADI1	8	4	0.0250434	0.0397007	0.0784338	0.0816617	0.175095	0.398357	0.684706	0.735455	0.946192	1
VPS51	3	3	0	0.0264724	0.0850405	0.0835026	0.147158	0.187803	0.573298	0.922517	0.883068	1
FAU	1	1	0.381135	0.460802	0.53777	0.980389	0.909159	1.33152	1.22992	1.28434	0.831008	1
PRKX	3	2	0	0.00125763	0	0.0150573	0.0451001	0.0704659	0.29133	0.646253	0.937724	1
WDR48	12	9	0.0155427	0.0413271	0.252928	0.494362	0.598698	0.724718	0.842296	0.872036	1.00094	1
RGS14	3	3	0.0204666	0.0198921	0.0771359	0.156376	0.179175	0.363336	0.482857	0.755114	0.950131	1
ARID1A	10	7	0.0169768	0.0297878	0.0805736	0.101998	0.0939105	0.117455	0.193847	0.745169	0.97491	1
CMAS	8	4	0.0118439	0.0163074	0.0618617	0.0752208	0.127125	0.474443	0.828772	0.919586	1.03419	1
PCIF1	2	2	0.0134392	0.0233254	0.0318298	0.0461302	0.0972637	0.166168	0.697785	0.967699	0.971869	1
GRPEL1	11	6	0.013376	0.0371493	0.0373106	0.0472008	0.550347	1.16231	1.33306	1.04652	1.14157	1
XPO5	53	22	0.0076399	0.027045	0.0556025	0.0595188	0.0911216	0.227135	0.74549	1.0208	1.00589	1
BECN1	3	3	0.0128844	0.0309436	0.0804576	0.0927821	0.277281	0.687768	0.713156	0.739533	0.820668	1
FAM96A	6	3	0.0358106	0.180747	0.430882	0.568542	0.776699	0.896298	0.990656	0.873856	1.00085	1
HK1	29	14	0.0124793	0.0284585	0.0518274	0.0793154	0.225701	0.478262	0.85437	0.913082	0.971421	1
HYPK	8	6	0.239528	0.428237	0.410345	0.461092	0.644849	0.891686	0.943236	0.865642	1.03026	1
NUMA1	1	1	0	0.0279257	0.023713	0	0.114174	0.279475	0.420654	0.588598	0.619545	1
DESI1	1	1	0.00982191	0.0236461	0.0323908	0.0411099	0.0868101	0.151978	0.267382	0.57717	0.871554	1
PPOX	3	2	0.00550218	0.0401843	0.0700087	0.0796784	0.220889	0.576423	0.878116	0.889965	1.21485	1
EHMT2	4	4	0.0372672	0.0782803	0.105042	0.129886	0.271227	0.435166	0.554124	0.677667	0.847722	1
MTHFD2	4	3	0.003966	0.0442859	0.0713223	0.354133	1.16049	1.31596	1.40143	1.04462	1.2942	1
TNFAIP2	2	2	0.00753846	0.0117327	0.0428278	0.0426386	0.052628	0.0935649	0.216097	0.566138	0.876012	1
GFER	1	1	1.40685	1.65094	2.3304	2.63372	1.91817	1.23732	1.0462	1.06334	0.984867	1
PDIA4	25	15	0.0349667	0.0825034	0.109234	0.144221	0.194314	0.385442	0.802537	0.869654	0.916978	1
PLCD1	3	2	0.0320729	0.0343072	0.0644204	0.0706889	0.106563	0.262613	0.783329	0.892824	1.05395	1
ELP5	2	2	0.042883	0.195304	0.266407	0.224286	0.487209	0.816076	0.748711	0.9397	0.968205	1
SPAG5	6	6	0.0112316	0.024462	0.0483821	0.0564828	0.0736721	0.108536	0.188463	0.639765	0.917318	1
CHTF18	4	3	0.0141555	0.0215659	0.027008	0.0523376	0.0781667	0.124513	0.137166	0.344326	0.775621	1
TMX2	1	1	0	0	0.236036	0	0.310851	0.856597	0.543119	0.853833	1.03228	1
UROS	3	2	0.0479211	0.0667427	0.116825	0.138426	0.266202	0.595434	0.80026	0.866482	0.904887	1
MAPK3	2	2	0	0.00941097	0.0467428	0.0442339	0.208254	0.397439	0.76976	0.91166	0.982291	1
TRMT10A	1	1	0	0	0.0333271	0.0370386	0.479102	0.851718	0.8547	0.78234	0.762759	1
CCDC115	1	1	0.0253469	0.0159108	0.0859038	0.216189	0.193171	0.230204	0.319472	0.500945	0.738252	1
MACC1	1	1	0	0	0	0	0.544281	2.47528	1.84948	2.11336	2.90519	1
NIT2	7	6	0.00197928	0.0259255	0.0871066	0.363601	0.761403	0.923792	1.00512	0.993841	1.01522	1
DPY30	1	1	0.0733853	0.202383	0.352767	0.439238	0.415975	0.439353	0.951868	1.14764	1.03765	1
LDHD	1	1	0	0.130424	0.160975	0.106524	0.317339	0.526363	1.07243	1.02679	1.24843	1
ACN9	1	1	0.000466412	0.0159895	0.0252125	0.0581069	0.249424	0.442079	0.777807	0.992739	1.18172	1
CPSF2	13	9	0.00529627	0.0202128	0.0529863	0.0869899	0.134415	0.275131	0.340624	0.675584	0.876375	1
TXNDC2	1	1	0.0278315	0.0765204	0.152188	0.260746	0.397246	0.753514	0.814443	0.909953	1.03024	1
XPO6	11	9	0.0152874	0.0363919	0.0444553	0.0599959	0.0923026	0.192354	0.702934	0.97612	1.00046	1
ATXN3	3	3	0.0107182	0.0148559	0.0320171	0.0663508	0.0827555	0.213861	0.560087	0.869136	0.962641	1
ITGB1	3	3	0.111373	0.203457	0.157896	0.321092	0.388395	0.998823	0.748306	1.1644	1.10835	1
CS	16	5	0.00621531	0.0183446	0.0365899	0.0640401	0.349521	0.617542	0.904601	0.864262	1.13981	1
YKT6	7	4	0.0333301	0.0827398	0.275702	0.502084	0.774754	0.929067	1.0019	0.768548	0.871536	1
TSNAX	12	6	0.0874777	0.459799	0.642846	0.759284	0.888105	0.844273	1.11057	1.09969	0.988362	1
OGDH	4	4	0.0330261	0.0864533	0.104397	0.197138	0.272404	0.890047	1.14197	1.01939	1.17041	1
SCAF11	1	1	0.261874	0.175746	0.220733	0.285333	0.312377	0.525696	0.452084	0.763843	1.09988	1
PDCD2	2	2	0	0.00750225	0.0165758	0.0668892	0.10307	0.0968207	0.167892	0.562739	0.904822	1
GLUL	11	8	0.0117858	0.0285996	0.0866873	0.230774	0.474006	0.92466	0.86615	0.789679	0.858012	1
WDR36	2	1	0.00949661	0.0152061	0.0275765	0.0889002	0.156665	0.445497	0.975899	0.898836	0.885719	1
APAF1	10	8	0.0108259	0.0229648	0.0642032	0.0566447	0.0953633	0.191141	0.567968	0.878769	1.00759	1
AKR1C1	7	3	0.0147462	0.0317313	0.0678926	0.09223	0.10601	0.158925	0.271224	0.730311	0.929054	1
WDR43	4	4	0.00619475	0.0735732	0.408587	1.14011	2.58076	3.86366	2.78213	1.16816	0.987514	1
ACOX1	3	1	0.533254	0.808371	0.902206	1.23097	1.15171	1.26885	0.934286	0.935008	0.976873	1
PRKACA	5	4	0.0166069	0.0607747	0.0571977	0.111648	0.379069	0.739638	0.777805	0.938619	0.970435	1
RNASET2	10	3	0.0138735	0.136355	0.34786	0.483021	0.850144	0.815564	0.94009	0.871447	0.92459	1
ZWINT	3	2	0.0194892	0.0531224	0.110571	0.113825	0.176952	0.293077	0.477359	0.631125	0.870936	1
GPKOW	15	8	0.00766817	0.0181945	0.036213	0.0471059	0.0737268	0.120348	0.458916	0.878819	1.0198	1
DSP	3	1	0.01619	0.10073	0.152521	0.156483	0.290953	0.583586	0.846662	0.922038	1.04111	1
RNMT	16	10	0.00523946	0.0195316	0.211161	0.463103	0.758436	0.821758	0.926255	0.917818	0.902869	1
ENAH|EVL	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
METTL8	1	1	0.00688958	0.018822	0.0477508	0.0348982	0.0485026	0.0878102	0.209794	0.747337	0.938495	1
UBAC1	19	11	0.0386272	0.0571016	0.0730606	0.0874552	0.168778	0.398107	0.732795	0.831797	0.928769	1
CTIF	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBR1	8	6	0.00189298	0.0337382	0.0530653	0.0479997	0.0601172	0.127628	0.178862	0.627624	0.889308	1
COG4	8	5	0.0120637	0.0329168	0.0311226	0.0359486	0.0586343	0.0930224	0.150972	0.492348	0.806199	1
CBLB	1	1	0	0.0520104	0.195364	0.0881622	0.224477	0.728195	0.978885	1.06027	0.908072	1
UBR2	9	8	0.0192315	0.0525522	0.0778853	0.124232	0.189827	0.260672	0.315336	0.832744	0.960623	1
LDB1	6	4	0.237126	0.338173	0.479352	0.594628	0.809227	0.928436	1.03157	1.02093	0.96208	1
EIF5A	24	12	0.0256138	0.0588747	0.0605175	0.0709392	0.14346	0.307448	0.672918	0.822298	0.906426	1
GNB2L1	2	2	0.039337	0.0351703	0.150527	0.230365	0.432039	0.719775	1.05765	0.952429	0.78127	1
PDAP1	4	3	1.94001	2.23155	2.4717	2.53347	2.21881	1.3546	1.38268	1.3319	1.02601	1
KLHDC3	2	1	0.0124961	0.0449676	0.109373	0.12939	0.565902	0.838781	0.874967	0.828998	0.846663	1
CDR2L	1	1	0	0.164085	0.189545	0.198235	0.304049	0.716202	0.838471	1.11978	0.973218	1
PLAA	11	9	0.00294017	0.0137591	0.0212225	0.0234249	0.0419399	0.201132	0.551557	0.794632	0.953925	1
SRSF7	1	1	0.258932	0.0852313	0.189705	0.281639	0.33302	0.383345	0.625192	1.09449	1.09537	1
RAB24	5	3	0.0073401	0.0271338	0.0995432	0.181577	0.357684	0.576086	0.747688	0.83172	0.908611	1
TRMT11	2	1	0.00340994	0.0408521	0.0623983	0.527398	1.15557	1.26538	1.18133	0.941903	1.07934	1
NT5C2	9	8	0.00678256	0.0554998	0.512481	0.731242	0.830712	0.981074	1.02585	0.912323	0.892654	1
SEPHS1	20	7	0.343022	0.507652	0.58709	0.633003	0.753302	0.837727	0.903444	0.964341	0.95943	1
C11orf73	2	1	0.00866921	0.0293793	0.0460766	0.0633703	0.644919	0.968108	1.02727	0.758757	0.865767	1
UCHL3	7	4	0.00507359	0.0126752	0.0542693	0.0486719	0.305508	0.677939	0.917905	1.01914	1.1183	1
FAM115A	6	4	0.00811218	0.0139238	0.0240147	0.0228919	0.0904101	0.223364	0.451418	0.756007	1.09812	1
XDH	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CARS	2	2	0.0353388	0.0193695	0.095098	0.100723	0.270465	0.620284	0.823821	1.01351	1.06125	1
HTRA2	6	3	0.118351	0.260079	0.75037	1.17238	1.46445	1.30165	1.05418	1.01495	0.983927	1
ANXA2	28	10	0.0253743	0.0450846	0.0689872	0.0740605	0.488352	0.878331	0.95631	0.904529	0.967901	1
EXOC4	4	3	0.0147213	0.00802368	0.0346758	0.0442939	0.079839	0.177011	0.492679	0.841634	0.963302	1
RB1	13	10	0.00452085	0.0128725	0.0372284	0.195655	0.388981	0.549199	0.905127	0.837916	0.915827	1
UNC5B	1	1	0	0	0.0342873	0.126424	0.193421	0.690112	0.868688	1.07645	1.1805	1
HAUS4	5	4	0.00430548	0.025342	0.0709279	0.095094	0.121915	0.181041	0.344514	0.809825	0.939679	1
ECHS1	35	11	0.02188	0.0488106	0.0752338	0.0749686	0.718924	1.52589	1.35764	0.962688	1.12204	1
PEBP1	8	4	0.0635434	0.263116	0.439716	0.567447	0.848059	0.901921	0.901575	0.821603	0.908545	1
DNAJA1	15	8	0.00640696	0.024089	0.0513837	0.0642475	0.128414	0.255682	0.473002	0.624736	0.767375	1
MRPL49	1	1	0.0879038	0.14002	0.380254	0.330662	0.761055	0.720055	0.568073	0.644871	0.897192	1
SAMSN1	5	4	0.0241732	0.0414601	0.0602083	0.0764569	0.199113	0.409512	0.828172	0.897223	1.61015	1
RRM2	21	8	0.380843	0.611858	0.705426	0.765172	0.846824	0.891261	0.909149	0.807327	0.852579	1
TUBB2B	1	1	0.0301466	0.0423706	0.319823	0.449866	0.610455	0.798327	0.848356	0.936342	0.964531	1
KATNB1	7	7	0.0402993	0.0775861	0.100079	0.123785	0.216055	0.44012	0.70793	0.843172	0.909382	1
TUBB	18	4	0.00430693	0.0200654	0.176495	0.351582	0.559125	0.678184	0.90988	0.930672	0.952364	1
RIC8A	6	4	0.00343156	0.0157894	0.0474621	0.0598532	0.113742	0.192132	0.425243	0.777879	0.999477	1
DDX11L8|DDX12P|DDX11	1	1	0	0	0.0694033	0.126591	0.0867966	0.467482	0.797319	0.767302	1.06273	1
PRUNE	8	3	0.00500795	0.00969409	0.0227648	0.0236636	0.0464027	0.195789	0.788645	0.881299	0.941614	1
PC	22	15	0.0130482	0.0398597	0.0748549	0.108389	0.173339	0.418358	0.929884	0.993063	1.17973	1
CYTH2	1	1	0	0	0.230529	0.240762	0.167789	0	0.776497	0.401481	0.40369	1
KNTC1	17	10	0.00863212	0.040054	0.0669122	0.0607034	0.0878235	0.326766	0.803793	1.10616	1.08339	1
MRPL48	1	1	0.00540501	0.0558942	0.130396	0.122029	0.228061	0.514088	0.431118	0.508175	1.07629	1
HLCS	2	2	0.0155828	0.041776	0.0447587	0.112591	0.207732	0.471797	0.792594	0.978127	1.10368	1
LENG8	2	2	0.0188366	0.0451557	0.0530441	0.0485727	0.0368706	0.103911	0.352254	0.743074	0.779302	1
