gene_name	qssm	qupm	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L
IL16	1	1	0	0	0.0183172	0.00733923	0.289079	0.750498	1.08704	1.1095	0.996925	1
CKAP5	40	28	0.0441665	0.0453521	0.0581889	0.0692909	0.0848268	0.124859	0.446215	0.979835	1.02438	1
WHSC2|NELFA	9	4	0.0135898	0.0287599	0.0423169	0.0728486	0.0872871	0.120614	0.260703	0.867891	1.04699	1
ARRB1	18	10	0.020447	0.0481151	0.129146	0.544326	0.9041	0.98389	1.10897	1.19887	1.11085	1
PYCARD	2	1	0.0979378	0.119775	0.212152	0.383616	0.70196	0.988523	1.15642	1.28816	1.06325	1
HNRNPM	1	1	0.0643057	0.0778778	0.0869554	0.118356	0.160304	0.173616	0.38906	0.941512	0.998244	1
OLAH	1	1	0.00708102	0.00531969	0	0.110562	0.607313	0.765237	0.933307	1.35994	1.28417	1
RPAIN	1	1	0.0182367	0.0331733	0.0375574	0.0759946	0.166868	0.454384	0.834345	1.20519	1.1545	1
PRPF39	4	4	0.0304669	0.0731561	0.0978734	0.114634	0.135148	0.197014	0.305202	0.871694	1.02003	1
FOXRED1	7	4	0.0268855	0.0541669	0.0963497	0.127479	0.275552	0.933575	0.959899	1.23004	1.05153	1
BCKDHA	2	2	0.0579172	0.043293	0.134887	0.203051	0.358878	0.727791	0.817883	1.03355	2.33613	1
ORC5	4	3	0.00282093	0.0145199	0.0198171	0.0223871	0.0249151	0.0458	0.329119	0.889157	0.966968	1
COMMD10	3	2	0.025787	0.0504516	0.146338	0.253811	0.509362	0.697614	0.880566	1.05818	1.04344	1
NUP50	8	3	0.1301	0.164931	0.250938	0.587265	1.44303	1.69953	1.0789	1.1146	1.23406	1
SLC3A2	2	2	0.0911467	0.156549	0.228303	0.49585	0.502667	1.11808	1.061	1.17566	1.29717	1
FAM118B	1	1	0.0145443	0.00319185	0.0609635	0.113545	0.194647	0.27228	0.838516	1.14982	1.13865	1
NCBP1	12	5	0.0337527	0.035939	0.0580826	0.104306	0.245936	0.435229	0.855451	1.06786	1.1578	1
EIF2S3	18	9	0.0187258	0.0325683	0.0578886	0.227858	0.550383	0.774459	1.01689	1.16031	1.10731	1
TUBE1	3	3	0.00872028	0.0296177	0.859158	1.11246	1.32914	1.22025	1.16132	1.27724	1.19668	1
GPBP1L1	1	1	0.109341	0.121694	0.265814	0.420034	0.567659	0.750393	0.74608	1.03491	1.0526	1
SUPT7L	1	1	0.0534243	0.0387647	0.0540753	0.0988641	0.106704	0.19944	0.403493	0.888927	0.958825	1
MOCS1	3	3	0.268575	0.304261	0.586039	0.873548	0.910588	1.10198	0.935878	1.11622	1.03979	1
DKC1	7	4	0.1946	0.154187	0.245691	0.47196	0.326768	0.648814	0.646572	1.01987	1.07416	1
RASGRP2	1	1	0.0567167	0.0498051	0.131111	0.188151	0.191518	0.291331	0.289317	0.665757	1.07597	1
GM2A	3	3	0.977976	0.418335	1.43898	1.75901	0.960307	1.46946	0.99784	1.0056	0.860858	1
CARD11	2	2	0.131353	0.16298	0.160652	0.248094	0.227759	0.312369	0.612331	1.14863	1.04654	1
HEMGN	13	8	0.498126	0.376366	0.621612	0.761601	0.836376	0.969324	0.927821	1.21475	1.07551	1
SLC1A4	1	1	0.0610927	0.0424826	0.128975	0.448492	0.352997	1.0522	0.840986	1.28513	1.17915	1
NCBP2	6	5	0.0495713	0.0676635	0.108086	0.201	0.434181	0.719836	1.0812	1.14343	1.11121	1
SOD2	13	6	1.11624	0.998481	1.15103	1.38731	1.32477	1.19658	1.0295	1.34056	1.18137	1
PTK2	15	11	0.0290957	0.0402553	0.0672456	0.250159	0.631524	0.801473	0.839217	1.10242	1.06166	1
CTTN	71	32	0.750952	0.928843	0.584509	0.735165	1.04852	0.932965	1.12629	1.3139	1.24525	1
MAP7	1	1	0.108177	0.285912	0.173694	0.353634	0.450641	0.646443	0.711136	1.08055	0.988526	1
TTC39B	3	2	0.0623292	0.0750458	0.221724	0.539418	0.682199	0.877179	0.835876	0.94181	0.890144	1
EIF4A2	13	5	0.0127939	0.0415259	0.26725	0.742421	1.02128	1.3231	1.30021	1.18898	1.16886	1
TCEB3	7	7	0.0241891	0.0238493	0.0340387	0.0369003	0.025079	0.033218	0.0775063	0.659701	1.02825	1
STRADA	3	3	0.103407	0.255264	0.515359	0.663811	0.693979	0.851605	0.832789	0.975906	1.02734	1
CASP8	6	4	0.0222252	0.059261	0.0888062	0.141563	0.237635	0.323556	0.682295	1.10819	1.02688	1
PPP3CB	1	1	0.0332721	0.0420489	0.0808929	0.108995	0.376517	0.850452	1.06765	1.17532	1.0764	1
RPS11	3	1	0.0271208	0.0371137	0.275579	2.05693	0.57636	1.29908	0.841464	1.06553	1.04836	1
WDR89	5	4	0.0822649	0.144594	1.33807	3.64588	3.36606	4.37582	3.44521	2.10302	1.22985	1
G6PD	29	8	0.0156542	0.0463255	0.0746119	0.248024	0.731617	0.882214	1.10303	1.25291	1.12975	1
CGGBP1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAHD2A	6	2	0.331513	0.354127	0.848123	1.04382	0.980035	1.07582	1.03251	1.24479	1.12767	1
LSM8	9	3	0.345773	0.391451	0.654496	0.9528	0.798386	1.03816	1.06118	1.03972	1.10358	1
NAE1	21	11	0.0334223	0.0494823	0.0776162	0.0842063	0.129298	0.56	0.947759	1.11762	1.06105	1
DCTN2	25	11	0.0254504	0.0261348	0.0288344	0.0423191	0.0749671	0.371149	0.929749	1.18854	1.15827	1
AP3B1	47	22	0.0224016	0.0339894	0.04123	0.0483393	0.0681469	0.413994	0.740708	1.06608	1.0218	1
PHACTR2	2	2	0.261902	0.390213	0.557564	0.772585	0.588061	0.51889	0.642647	0.932776	2.82375	1
GSN	4	2	0.0238515	0.0492721	0.0740437	0.282757	0.728397	0.928216	1.19629	1.2507	1.19202	1
IFITM2|IFITM3|IFITM1	7	1	0.0656726	0.0613737	0.137376	0.500235	0.303334	0.804993	0.757829	1.15726	1.15313	1
COPB2	35	19	0.0496624	0.0663631	0.09691	0.13756	0.312537	0.693997	0.896442	1.14621	1.146	1
MAGEC1	4	2	0.0184422	0.0209476	0.0691996	0.0693617	0.106373	0.186804	0.263893	0.574024	0.781311	1
ACTN2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRPS2	4	1	0.0636129	0.179876	0.758153	1.34026	1.03859	1.30662	1.0994	1.0015	1.01812	1
WDR4	15	7	0.0395512	0.0582382	0.0916797	0.415951	0.719214	0.886521	1.0586	1.09779	1.08785	1
SCFD2	1	1	0.0844906	0.12746	0.153842	0.331097	0.378632	0.586131	0.665954	0.83924	1.08385	1
SMAP2	6	5	0.0246226	0.0348503	0.0570587	0.0752805	0.0867952	0.183822	0.532882	0.988709	1.01771	1
DNPH1	5	3	0.302564	0.466755	0.858684	0.949815	0.797209	1.00226	0.925538	0.993172	1.01328	1
XPOT	38	15	0.0249388	0.0459384	0.0728203	0.117339	0.128855	0.408677	0.96125	1.19073	1.08452	1
CAPG	7	4	0.0203774	0.017204	0.0328743	0.0668446	0.124403	0.563696	1.06228	1.24005	1.20882	1
DPH2	3	2	0.02879	0.0563557	0.113944	0.261953	0.652377	0.821401	0.967812	1.12888	1.07763	1
CARM1	17	8	0.0425014	0.0521533	0.441291	0.799039	1.01179	0.931589	1.05456	1.23748	1.11187	1
MLH1	3	2	0.0161122	0.0227879	0.0722008	0.0787028	0.0497658	0.0506279	0.116838	0.452052	1.03334	1
COMT	7	3	0.0201544	0.0644175	0.0429078	0.053891	0.270933	0.541711	0.915047	1.13155	1.16063	1
PPP1R13L	1	1	0.0103496	0.0132651	0	0.128263	0.135669	0.406289	0.611558	0.987249	1.06832	1
ALKBH8	1	1	0.0456394	0.0723989	0.0929552	0.122447	0.127975	0.28549	0.45312	0.815415	0.934254	1
IGF2BP1	10	8	0.0243096	0.0359699	0.0461839	0.0549818	0.0628328	0.133908	0.687364	1.17237	1.12271	1
CCDC58	12	5	0.703541	1.48207	1.694	1.99163	1.98255	1.55896	1.42475	1.42474	1.3197	1
TMED8	6	4	0.0371458	0.0703409	0.100268	0.135698	0.237617	0.293149	0.672666	1.0563	1.05457	1
RCL1	1	1	0	0.0147666	0.0751633	0.081926	0.113536	0.39825	1.21937	1.52696	1.04874	1
ATF1	1	1	0.281585	0.591946	0.0937765	0.138654	0.638241	0.493791	0.780901	1.26994	1.15289	1
POLD3	10	7	0.00945379	0.0152658	0.0294295	0.0408625	0.0499901	0.10837	0.496751	0.932005	1.01871	1
CSTA	5	2	0.673774	1.01383	0.821894	1.19344	1.29741	1.0971	1.36054	1.23504	1.09905	1
ACAP2	31	14	0.033731	0.0435421	0.0631574	0.0807931	0.129392	0.353066	0.855721	1.17278	1.10605	1
RAB40C|RAB40AL|RAB40B|RAB40A	1	1	0.0123124	0.0615487	0.106308	0.219539	0.499461	0.698632	0.835031	1.08478	1.01417	1
DPH3	1	1	0.370228	0.41265	0.716429	1.00524	1.06589	1.19224	1.10678	1.28531	1.12096	1
ARHGEF6	3	3	0.0385343	0.0405687	0.0657067	0.0562051	0.0629451	0.145215	0.222137	0.68455	0.869543	1
ZRANB2	11	4	0.538823	0.571868	0.657168	0.692963	0.753459	0.810637	0.953446	1.21353	1.15451	1
CALCOCO1	6	5	0.0227674	0.0512092	0.080167	0.129591	0.176833	0.312692	0.730609	1.02971	1.05467	1
STAT5A	10	5	0.016058	0.0327739	0.058892	0.0716979	0.0967904	0.184888	0.554186	0.980364	1.04386	1
STAT1	28	16	0.0146177	0.0250671	0.0453476	0.0539729	0.0613347	0.0961033	0.155502	0.81507	1.01524	1
STAT6	11	7	0.0213939	0.0195301	0.0277476	0.0374336	0.0565327	0.167928	0.529562	1.03962	1.03299	1
FHL3	16	6	0.448837	0.543475	0.563989	0.777165	0.903632	0.879961	1.09703	1.20456	1.18171	1
VCPIP1	7	6	0.0186675	0.0335613	0.0471401	0.0527821	0.0604242	0.092778	0.115647	0.382612	0.865326	1
NDUFV2	6	2	0.143164	0.245084	0.636515	1.28719	3.01046	2.61146	1.04497	1.18514	1.16245	1
ORC4|ORC4L	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DIEXF	1	1	0.0544033	0.060214	0.0857384	0.0465851	0	0	0.0738383	1.28038	1.13615	1
METTL13	7	6	0.0201339	0.0552533	0.0492978	0.104971	0.114483	0.104767	0.53297	0.981809	1.00032	1
DSCR3	1	1	0.0171042	0.0281979	0.0496445	0.0988096	0.171378	0.425255	0.64714	0.985472	0.894558	1
GAK	5	3	0.00968303	0.0270315	0.014658	0.0212284	0.0284626	0.0557465	0.241138	0.789254	0.865991	1
PPP1R12A	19	14	0.0284327	0.0414002	0.0604191	0.0791314	0.110097	0.334569	0.915227	1.20507	1.25169	1
HNRNPDL	3	3	0.597574	0.449128	0.555804	0.86355	1.17355	2.16451	1.46317	1.46323	1.16284	1
PITHD1	11	6	0.614394	0.832101	1.02314	1.09551	0.877861	0.896733	1.01659	1.06268	1.19842	1
POLI	1	1	0	0.15814	0.237066	0	0.0623676	0.210507	0.256272	0.678803	0.90597	1
LRBA	41	26	0.0353325	0.0526481	0.0676682	0.0815894	0.197509	0.631514	0.94707	1.17583	1.13413	1
EPS15L1	6	6	0.0297368	0.056218	0.101456	0.128399	0.289708	0.589095	0.726974	1.0896	1.13356	1
MRPL46	2	2	0.0366228	0.0520615	0.0415045	0.098857	0.23695	1.17375	2.12131	2.09401	1.28658	1
SRP14	16	7	0.199193	0.250696	0.255822	0.291897	0.488703	0.67019	0.947178	1.20974	1.1388	1
LYPLAL1	5	3	0.0574308	0.05087	0.0841831	0.110575	0.512201	0.898892	1.14591	1.17771	1.0027	1
CPQ	2	2	0.734254	0.820278	0.883508	1.1069	1.0086	1.02108	1.1678	1.25295	1.12042	1
ADI1	5	3	0.0272183	0.0612676	0.0838171	0.113949	0.208099	0.342322	0.769943	1.15945	1.24769	1
FAU	1	1	0	0.152588	0.661199	1.33883	0.376332	1.761	0.863123	1.12972	1.18257	1
PRKY|PRKX	1	1	0	0.0104522	0	0	0.027755	0.0401738	0.492177	0.904136	0.880713	1
WDR48	8	7	0.0799184	0.0959828	0.406909	0.633615	0.637608	0.843335	0.853251	1.01096	1.00218	1
CMAS	7	6	0.0304434	0.0537462	0.0468829	0.0660388	0.0963377	0.510741	0.862957	1.13432	1.24534	1
PPM1J	1	1	0	0	0	0	0.39459	0.791275	0.846863	1.04741	1.27395	1
PCIF1	1	1	0.0369161	0.00874624	0.0608559	0.0950724	0.107363	0.211797	0.606326	0.985923	1.03349	1
GNB4	1	1	0.0499448	0.051672	0.0708291	0.206235	0.388061	0.771208	0.796159	1.16622	1.13187	1
GRPEL1	19	6	0.0255176	0.0526897	0.0739105	0.0828609	0.495409	1.20875	1.25507	1.42518	1.21562	1
XPO5	56	24	0.0209329	0.0516777	0.0680596	0.0800387	0.115662	0.313521	0.910664	1.21447	1.18544	1
BECN1	3	2	0.00625448	0.017788	0.0779231	0.0562565	0.400315	0.716982	0.75916	0.907223	0.865872	1
FAM96A	8	2	0.0677525	0.185396	0.481731	0.671547	0.761331	0.895915	0.979966	1.1531	1.13906	1
ZNF585B	1	1	0.028545	0.0321248	0.11081	0.0855097	0.640182	0.971997	1.06764	1.15546	1.17974	1
DIP2A	2	2	0.0285542	0.0630621	0.124052	0.190984	0.286152	0.668866	0.887996	1.01239	1.2905	1
DRG1	22	9	0.0135243	0.0358865	0.086809	0.272998	0.582782	0.818834	0.946733	1.16185	1.10339	1
HK1	43	19	0.0352879	0.0505933	0.0652017	0.0847941	0.204162	0.495216	0.876125	1.11635	1.11525	1
HYPK	13	6	0.546463	0.517172	0.539863	0.770961	0.779311	0.940564	1.08837	1.22279	1.30896	1
TRIM44	2	1	0.351853	0.324334	0.443319	0.591592	0.779535	0.969402	0.799023	1.09001	1.01933	1
RSPRY1	1	1	0.129323	0.113092	0.334863	0.456325	0.590472	0.87831	0.980769	1.05884	1.04996	1
PPOX	6	4	0.0917672	0.0992755	0.121341	0.124557	0.347052	0.883242	1.01131	1.34181	1.20611	1
EHMT2	2	2	0.0996803	0.161796	0.176298	0.212142	0.202242	0.30752	0.551242	0.828551	0.938389	1
TGFBR3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KMT2A	1	1	0.179539	0.140532	0.177803	0.255951	0.32755	0.397642	0.55171	0.973086	0.868539	1
MTHFD2	4	3	0.0271376	0.0369812	0.084969	0.437588	1.2499	1.47154	1.45654	1.53451	1.45053	1
TNFAIP2	4	3	0.0271849	0.0451092	0.0698981	0.0977913	0.148659	0.160098	0.256707	0.751629	0.893729	1
NPEPPS	37	19	0.0225811	0.0333753	0.0487016	0.1124	0.459071	0.804967	1.05712	1.21766	1.15358	1
PDIA4	48	21	0.0756236	0.0818587	0.110679	0.163443	0.181892	0.364485	0.832585	1.09117	1.11656	1
PLCD1	5	3	0.0309616	0.0393542	0.0477267	0.0478214	0.0678244	0.367438	0.832501	1.12351	1.09052	1
PANK1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPAG5	5	5	0.0233302	0.0287765	0.0507076	0.0592905	0.0616545	0.0978487	0.188593	0.735294	0.943491	1
CHTF18	5	4	0.0246375	0.0348521	0.0600958	0.083191	0.122378	0.170883	0.203103	0.513945	0.998025	1
UROS	3	2	0.0401903	0.104463	0.132083	0.231677	0.336479	0.721138	1.06818	1.24623	1.2061	1
MAPK3	4	3	0.0463306	0.0681818	0.110649	0.12672	0.227012	0.617	0.968187	1.13318	1.06671	1
TRMT10A	3	3	0.0368466	0.0456566	0.0914505	0.0918603	0.551928	0.896782	1.09503	1.26	1.17884	1
PLBD2	9	4	0.122506	0.266123	0.540377	0.786368	0.897821	0.935844	1.11182	1.22041	1.17627	1
SMYD3	4	3	0.0482712	0.0419541	0.0641905	0.0971905	0.119858	0.141137	0.398867	0.942068	1.28413	1
THG1L	4	2	0.0152671	0.0435262	0.255188	0.567869	0.752401	0.93523	0.996706	1.20828	1.09871	1
DHX30	2	2	0.0422524	0.172837	0.084347	0.10779	0.193769	0.845837	0.972316	1.29777	1.14832	1
MACC1	2	2	0.0255396	0.0894692	0.127343	0.12894	0.258539	0.830488	0.968491	0.819124	1.02817	1
PGPEP1	6	3	0.0321305	0.0497795	0.0556686	0.116753	0.177739	0.244892	0.629748	0.960448	0.943285	1
DPY30	3	1	0.111621	0.301398	0.315289	0.447405	0.556391	0.519501	0.909796	1.28441	1.24656	1
CD33	1	1	0.0872584	0.201412	0.301304	0.356818	0.526039	0.830986	0.817788	1.06634	1.10002	1
DOK2	1	1	0.0279046	0.0525239	0.0733336	0.0964449	0.166091	0.260918	0.519935	0.905175	0.978354	1
LRRC14B	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACN9	3	2	0.0243856	0.0318802	0.0700287	0.15996	0.45182	0.800992	1.05796	1.38612	1.28673	1
CPSF2	9	7	0.024748	0.045712	0.0717184	0.0816033	0.133614	0.294993	0.397043	0.869847	1.02748	1
TXNDC2	1	1	0.0886314	0.136031	0.235897	0.293971	0.528564	0.832075	0.812498	1.18277	1.1518	1
GLCCI1	3	3	0.201578	0.180759	0.267441	0.35135	0.579738	0.710439	0.790656	1.08687	1.05601	1
XPO6	17	10	0.0385411	0.0523404	0.0731377	0.103648	0.138037	0.286518	0.757201	1.10976	1.0895	1
ACCS	2	2	0.0641506	0.0897769	0.472294	0.661733	0.655279	0.793063	0.990685	0.935892	1.05202	1
ATN1	1	1	0.449197	0.4237	0.450201	0.482704	0.545694	0.687539	0.681501	0.985018	1.00391	1
ITGB1	6	5	0.121999	0.192642	0.223717	0.451522	0.457169	0.94118	0.934811	1.07902	1.08944	1
CS	30	9	0.0293765	0.0443085	0.0663831	0.151576	0.607653	0.842016	1.06193	1.34465	1.20298	1
YKT6	9	5	0.024227	0.0404544	0.355089	0.772802	0.78737	1.07206	1.13587	1.2132	1.03684	1
OGDH	13	9	0.0413229	0.0534253	0.0838347	0.15868	0.301735	1.17923	1.30457	1.47143	1.27434	1
ISG15	3	2	0.044364	0.0593795	0.0852546	0.12345	0.162535	0.309829	0.713625	1.00076	0.957263	1
PDCD2	4	4	0.0321405	0.0576621	0.0698845	0.0806329	0.0927477	0.135137	0.151377	0.638341	0.984444	1
APAF1	11	11	0.0273092	0.0362282	0.0514096	0.066298	0.0995736	0.179747	0.699923	1.01423	1.08232	1
EXOSC1	4	3	0.0429079	0.072536	0.108257	0.164358	0.245434	0.495128	1.47032	1.81186	1.17691	1
GOLGA1	1	1	0.0613916	0.0639218	0.0716558	0.0823512	0.131424	0.159768	0.309865	1.01541	1.09788	1
SCLY	6	4	0.0449379	0.0814642	0.57632	0.82844	0.816163	0.936167	0.944818	0.992781	0.943591	1
AKR1C1	2	1	0.024854	0.029997	0.0434627	0.0468397	0.060453	0.0308157	0.139885	1.0008	1.18991	1
WDR43	8	6	0.0770152	0.132186	0.569734	1.62858	3.44407	4.07098	2.46146	1.19566	1.06138	1
TUFT1	1	1	0.0355405	0.0471784	0.140989	0.0973974	0.16152	0.412214	0.431812	0.700437	0.926766	1
PRKACA	9	6	0.0257738	0.0450339	0.0591913	0.162455	0.551266	0.748637	0.881804	1.10513	1.10074	1
RNASET2	10	4	0.0636257	0.173708	0.445031	0.585046	0.845016	0.902123	0.967051	1.12998	1.05829	1
ZWINT	2	1	0.0368805	0.0442642	0.0413159	0.0589383	0.135064	0.21827	0.373974	0.65326	0.82116	1
GPKOW	23	11	0.0205441	0.0354056	0.0626021	0.0747686	0.120854	0.199705	0.620704	1.12234	1.12559	1
HNRNPA3	2	2	0.0794365	0.0503588	0.0881645	0.153453	0.18022	0.665022	0.796148	0.995085	0.943492	1
RPA2	5	5	0.0324993	0.0636722	0.201871	0.45117	0.617326	0.689169	0.930708	1.15266	1.25179	1
DSP	1	1	0.00589241	0.0225679	0.036447	0.0338649	0.088161	0.444293	0.887765	1.10803	1.11778	1
TBC1D15	4	3	0.0352501	0.0481201	0.0611153	0.0876008	0.113349	0.29725	0.730608	1.03207	1.06629	1
RNMT	14	8	0.0289326	0.053236	0.29094	0.629028	0.847085	0.939312	1.03614	1.14799	1.06974	1
DHX15	45	17	0.0418186	0.0586283	0.169048	0.514183	0.934043	0.986482	1.08927	1.21913	1.14607	1
UBAC1	34	19	0.0431284	0.0553735	0.0651838	0.0878735	0.180131	0.448981	0.881589	1.16256	1.10801	1
CTIF	1	1	0	0.0688247	0.125195	0.120834	0.374305	0.755374	0.786556	1.06302	1.04597	1
UBR1	8	7	0.0586935	0.07242	0.0844642	0.108133	0.115423	0.12225	0.19765	0.781521	0.95464	1
COG4	9	6	0.0186082	0.025336	0.0511958	0.0486701	0.0643627	0.0914471	0.161461	0.612807	0.942801	1
UBR2	14	13	0.0293571	0.0496942	0.083306	0.134917	0.162265	0.203721	0.412178	0.962138	1.05104	1
STXBP2	20	12	0.0250782	0.0372914	0.0452415	0.0611788	0.0682288	0.0910797	0.30657	0.985628	1.07436	1
EIF5A	35	13	0.0355798	0.0414538	0.0607454	0.0757974	0.135029	0.325949	0.761605	1.08668	1.07485	1
GNB2L1	9	5	0.0287892	0.0460963	0.222677	0.729657	0.520942	0.888123	0.968231	1.15399	1.1173	1
PDAP1	6	4	3.47255	2.13217	2.87602	2.31516	1.09261	1.16262	0.911177	1.21464	1.13533	1
RUVBL1	41	12	0.0855054	0.661399	1.047	1.39268	1.19618	1.04043	1.00246	1.12223	1.08132	1
NFE2	4	4	0.306261	0.209173	0.295196	0.356113	0.285096	0.48651	0.638347	1.00361	1.05662	1
SRSF7	4	3	0.211544	0.128596	0.162348	0.316222	0.480009	0.679402	0.672329	0.929848	1.00305	1
POTEE	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB24	4	3	0.068345	0.102882	0.142289	0.253144	0.449015	0.667525	0.848214	1.08624	1.04907	1
PPP2R3C|C14ORF10	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRMT11	4	2	0.0437779	0.065644	0.173907	0.656108	1.01115	1.22509	1.2287	1.30417	1.13957	1
SEPHS1	14	6	0.442023	0.460877	0.605457	0.716184	0.892589	0.988847	0.998006	1.25961	1.15105	1
