gene_name	qssm	qupm	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L
GORAB	1	1	0.0254216	0.0137932	0	0.0433337	0.0710236	0.108754	0.474293	0.817412	0.878031	1
GIGYF1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TPM3	2	2	0.308084	0.361883	0.314438	0.399979	0.578344	0.6618	0.799979	0.960872	1.11173	1
LRCH4	1	1	0	0.0958011	0	0.121569	0.0506536	0.374174	0.314812	0.770024	0.890084	1
ALB	1	1	0.427372	0.487727	0.66192	0.664571	0.82294	0.802925	0.911573	0.986715	0.974771	1
TTC1	10	5	0.327309	0.370558	0.375142	0.750746	0.800272	0.887496	1.02064	1.01851	1.00095	1
RPLP2	3	2	2.4049	1.24412	0.372231	0.308937	0.364504	0.494048	0.791874	0.945858	1.0553	1
STK25	2	2	0.0185351	0.0393409	0.0638669	0.0742615	0.133742	0.382979	0.694888	0.879454	0.966708	1
KPNA3	5	2	0.0363661	0.115537	0.0480549	0.0440726	0.388058	0.579416	0.864907	0.884265	1.06557	1
EIF3CL|EIF3C	5	3	0.0357219	0.0354245	0.0596759	0.0835679	0.141443	0.226388	1.04137	0.965586	0.976321	1
GSPT2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPAG7	2	2	0.191616	0.225141	0.270259	0.443979	0.752424	0.905269	1.12413	1.19766	1.157	1
CS	16	8	0.0179953	0.0271689	0.0401794	0.119437	0.378844	0.565073	0.787149	0.981467	1.21443	1
SEC22B	2	2	0.0269449	0.0788747	0.235852	0.534813	1.12696	1.33738	1.2483	1.04684	1.1863	1
E4F1	1	1	0	0.0323811	0.0406437	0.129653	0.137	0.230693	0.40854	0.546577	0.568592	1
NTPCR	2	2	0	0.0838941	0.0860645	0.211659	0.477016	0.574108	0.838117	0.968448	0.893536	1
CNBP	12	7	0.193178	0.222799	0.272874	0.329908	0.478996	0.604121	0.807897	0.992945	1.09675	1
IL16	1	1	0.0399492	0.025779	0.0807343	0.15936	0.33903	0.893627	0.905303	1.07466	0.956462	1
CKAP5	39	24	0.0161483	0.0186516	0.0283891	0.0345531	0.0594819	0.0862129	0.414292	0.808739	0.999995	1
WHSC2|NELFA	8	5	0.0321861	0.0279789	0.0230747	0.0358401	0.0401372	0.0661537	0.198426	0.657474	0.911927	1
ARRB1	8	5	0.0107135	0.0220871	0.110281	0.525279	0.744623	0.823383	0.912974	0.982696	1.01372	1
PYCARD	1	1	0.096524	0.155598	0.17975	0.288881	0.744517	0.932878	1.11405	1.12355	1.10181	1
RPAIN	1	1	0.00626138	0.00365508	0.058151	0.0509236	0.19274	0.393074	0.873466	0.996886	1.01387	1
PRPF39	4	4	0.00376601	0.00299977	0.0103345	0.0257543	0.0405967	0.0865463	0.146332	0.648751	0.917697	1
FOXRED1	2	1	0	0	0	0	0.126492	0.537447	1.05875	0.557347	1.2827	1
ORC5	3	2	0	0.00440081	0.00218399	0.0185257	0.0295683	0.0498036	0.265593	0.7815	0.938192	1
DYNC1LI1	13	7	0.0140807	0.0258539	0.0560321	0.104786	0.159129	0.422131	0.89014	1.02992	1.05104	1
NUP50	7	4	0.0786462	0.102666	0.199831	0.598232	1.18591	1.34838	1.14916	1.01128	1.01709	1
GOLGA7	1	1	0	0.0434526	0.0531184	0.127328	0.254352	0.338382	0.40192	0.886001	0.740845	1
EIF2S3	19	9	0.0201429	0.0216101	0.0495607	0.23813	0.553442	0.768012	1.05601	1.11142	1.13503	1
MRPL3	1	1	0.0124232	0.0441798	0.0553438	0.0923246	0.0982589	0.185672	0.852988	1.0911	1.4644	1
GPBP1L1	1	1	0.167906	0.137278	0.167695	0.276028	0.511216	0.486363	0.744219	1.00347	1.22148	1
DGKQ	2	2	0.00211122	0.0175357	0.0246528	0.0253305	0.0429297	0.149032	0.452553	0.835746	0.877902	1
DKC1	9	6	0.270702	0.278914	0.18159	0.245958	0.310691	0.436657	0.994374	0.786018	0.988421	1
RASGRP2	1	1	0	0.0311506	0.0357216	0.0769701	0.062232	0.13497	0.118035	0.283349	0.856325	1
GM2A	4	3	0.748489	0.945145	0.693006	1.03577	1.11179	1.05626	1.12899	1.08754	1.10681	1
CARD11	2	2	0	0.0443895	0.0411178	0.0646971	0.109859	0.277862	0.505571	0.850298	0.881541	1
HEMGN	19	8	0.487345	0.463687	0.412826	0.528984	0.604041	0.628007	1.02514	0.971306	0.888771	1
SLC1A4	2	1	0.17639	0.259572	0.253168	0.327361	0.437093	0.719826	0.807064	1.09183	1.29076	1
SOD2	13	6	1.7706	1.33189	1.29366	1.38913	1.35151	1.38511	1.30034	1.07349	1.33285	1
PTK2	10	9	0.0335564	0.0465344	0.0665661	0.207037	0.57987	0.729215	0.878642	0.963571	0.974511	1
CTTN	50	24	0.710038	0.648918	0.521605	0.633097	0.792175	0.769309	1.02851	1.05139	1.04296	1
TTC39B	2	2	0	0	0.17247	0.547684	0.757851	0.777153	0.921189	1.0686	0.99325	1
EIF4A2	7	4	0.0147289	0.0434548	0.189231	0.516512	0.755774	0.97859	0.991392	0.977468	1.09156	1
TCEB3	6	6	0.0196294	0.0195354	0.022291	0.0384237	0.033752	0.0412912	0.120209	0.58805	0.890164	1
STRADA	2	2	0.00466229	0.227647	0.328357	0.646986	0.695923	0.751825	0.891509	0.925946	1.00772	1
CASP8	6	4	0	0.00339146	0.00893207	0.017822	0.0386645	0.0713476	0.419684	0.872837	1.00251	1
PPP3CB	3	2	0.0168262	0.0475804	0.0712518	0.170883	0.3884	0.636049	0.847206	0.988577	0.96743	1
RPS11	5	3	0.0255002	0.0222689	0.0469008	0.113687	0.340884	0.275696	1.71086	1.27181	1.41087	1
WDR89	2	2	0	0	0.510736	1.42037	1.4531	1.73278	1.73643	1.28901	1.0978	1
G6PD	46	17	0.00799342	0.0137438	0.0494038	0.20748	0.509216	0.691552	0.942642	0.997166	1.03175	1
FAHD2A	5	2	0.209028	0.339651	0.633341	0.842739	0.853715	1.01036	1.02955	0.976303	0.984934	1
LSM8	9	4	0.383671	0.490089	0.568872	0.727632	0.823515	0.828562	1.03042	1.00715	1.04407	1
DCTN2	20	11	0.026967	0.027988	0.0413596	0.0570681	0.0920053	0.300211	0.91768	1.03836	1.03824	1
AP3B1	36	21	0.021272	0.0255023	0.0366401	0.0505524	0.0785296	0.291383	0.879167	0.958931	1.09918	1
PHACTR2	1	1	0.299617	0.460373	0.590027	0.788557	0.879557	0.864131	1.06822	0.881147	1.03089	1
HEXA	7	4	0.00519265	0.0117385	0.260378	0.801105	1.01271	1.10442	1.1365	1.07455	1.06793	1
PURA	1	1	0.139292	0.159237	0.222866	0.223513	0.521593	0.536784	0.955413	0.75646	0.935554	1
GSN	3	2	0.00400176	0.0158926	0.0329946	0.196472	0.632321	0.815262	1.09154	1.02699	1.08978	1
IFITM2|IFITM3|IFITM1	4	1	0.130526	0.0537085	0.0857992	0.17492	0.433198	0.605042	1.13008	1.30656	1.51394	1
COPB2	29	15	0.00852281	0.0183021	0.0316212	0.0537909	0.245006	0.494683	0.908105	1.03586	0.996894	1
ACTN2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRPS2	6	3	0.064418	0.249934	0.53524	0.775023	0.831772	0.782256	1.0893	0.947827	1.00044	1
WDR4	6	4	0.0161402	0.0294324	0.0567686	0.305185	0.651607	0.814614	1.02022	1.05544	1.13828	1
SMAP2	8	4	0.00631192	0.0200531	0.0253742	0.0588876	0.0778668	0.178187	0.581627	0.88626	0.99666	1
UTP15	3	2	0.0483272	0.0315353	0.31862	1.49034	3.00944	3.87751	3.1402	1.01444	1.08533	1
DNPH1	2	2	0.0580623	0.199874	0.419539	0.494031	0.641158	0.705269	0.803794	1.09086	1.16247	1
XPOT	31	12	0.0118198	0.0221859	0.0510093	0.0578662	0.0843873	0.245858	0.786759	0.982571	1.03325	1
CAPG	8	4	0.0153529	0.0303912	0.0321469	0.0570056	0.103067	0.349725	0.816015	0.979106	1.02447	1
CARM1	20	12	0.0100847	0.0207528	0.336864	0.631813	0.780796	0.752905	0.920823	1.01687	1.05695	1
MLH1	5	4	0.0265913	0.0296699	0.0619791	0.092677	0.103372	0.0924388	0.16076	0.390053	0.827399	1
CRLF3	3	3	0.0151504	0.0577923	0.0681816	0.0879566	0.170326	0.290802	0.905685	1.10929	1.01883	1
IGF2BP1	8	6	0.0181511	0.0206837	0.0459128	0.0643009	0.0921249	0.119518	0.788784	1.01308	1.10047	1
NUDT12	1	1	0	0.0169832	0.0521166	0.169262	0.118739	0.557672	0.922222	0.698311	1.02932	1
TMED8	1	1	0.0174843	0	0.0136397	0.0483562	0.167666	0.196516	0.651874	1.00383	1.15301	1
RCL1	1	1	0	0.0295646	0.0284558	0.0249508	0.162373	0.292324	0.805946	1.58604	1.41789	1
BRD4|BRD3	1	1	0.159418	0.126564	0.144765	0.175502	0.224094	0.527319	0.983448	1.03913	0.918096	1
POLD3	11	8	0.00593577	0.0135858	0.0227208	0.0496192	0.088487	0.119473	0.624414	0.885556	1.03819	1
CSTA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNX4	1	1	0	0	0	0.0130998	0.00642277	0.0115241	0.198987	0.611483	0.923363	1
STAT5A	16	8	0.0223287	0.0290652	0.0513796	0.0582491	0.0903642	0.164224	0.492388	0.806098	0.862856	1
STAT6	3	2	0.00563834	0.0247025	0.00604433	0.0282404	0.0693886	0.130243	0.503123	0.88418	1.01349	1
VCPIP1	7	6	0.0100425	0.00544606	0.0316184	0.0455953	0.0645385	0.10128	0.158399	0.339637	0.790959	1
BRAF	6	4	0.0221096	0.0255249	0.0699304	0.128218	0.251333	0.48393	0.829663	0.879824	0.954974	1
NDUFV2	2	1	0.111982	0.200112	0.563813	1.06589	3.27823	2.13481	1.15134	1.04672	1.16093	1
DIEXF	3	2	0.00480066	0.0249294	0.076623	0.0369331	0.0155092	0.0238782	0.102698	1.03848	0.933077	1
METTL13	10	5	0.00181579	0.00618427	0.0214154	0.0433664	0.0489023	0.0631782	0.511947	0.864643	0.988238	1
GAK	3	3	0.0302241	0.0139962	0.0399644	0.0464957	0.0889851	0.0889472	0.203196	0.568328	0.920676	1
PPP1R12A	14	8	0.00729022	0.0070749	0.0160949	0.0312772	0.0478255	0.155104	0.792606	0.884302	0.981205	1
HNRNPDL	4	3	0.315112	0.21966	0.320595	0.360448	0.610823	0.843279	1.30824	1.02551	1.25933	1
PITHD1	12	5	0.647431	0.989558	1.04063	1.14682	0.99114	0.967809	1.04164	1.03233	1.10635	1
LRBA	28	20	0.0129849	0.0256444	0.0471815	0.0745595	0.158469	0.540762	0.953074	1.04315	1.05578	1
EPS15L1	4	3	0.0146154	0.0257502	0.0551452	0.105195	0.213686	0.473672	0.704821	0.958394	0.984153	1
MRPL46	1	1	0.0202553	0.466018	0.748464	0.89097	1.19671	2.24618	2.52285	2.65034	12.69	1
LYPLAL1	4	3	0.0355846	0.0539071	0.0362808	0.10365	0.458913	0.671173	0.917985	0.914907	0.959319	1
ADI1	6	3	0.0287782	0.0532405	0.0874474	0.149072	0.279482	0.41756	0.615083	0.829029	0.943211	1
FAU	1	1	0.403224	0.226029	0.373467	0.45816	0.386762	0.609977	1.37158	0.968905	1.10881	1
RPS6KA3	21	12	0.0180196	0.0266829	0.0280038	0.0466959	0.0788707	0.273725	0.708572	0.957734	0.994333	1
PRKY|PRKX	1	1	0	0	0	0	0.0603045	0.0510738	0.363194	0.933916	1.11417	1
WDR48	9	6	0.0132441	0.0349932	0.206744	0.470396	0.556695	0.636224	0.87725	0.998488	1.09611	1
HTATIP2	2	2	0.01097	0.0116751	0.0328551	0.0594543	0.125658	0.237828	0.779165	0.983963	1.21854	1
RGS14	4	3	0.0147851	0.0418295	0.0504883	0.288625	0.252807	0.353978	0.600644	0.720793	1.04868	1
ARID1A	8	6	0.0283028	0.0277958	0.0910852	0.16763	0.143318	0.171357	0.34512	0.779765	0.993037	1
SYF2	3	2	0.760867	0.647601	0.511106	0.850897	0.646644	0.610785	0.785342	0.862038	0.994259	1
CMAS	6	4	0.0187158	0.0236998	0.0448489	0.0631068	0.125213	0.411249	0.950999	0.941464	1.07804	1
PCIF1	3	2	0.0126039	0.00818279	0.0511489	0.0648794	0.114968	0.203122	0.725282	1.00359	1.00821	1
GRPEL1	13	8	0.0342359	0.0439771	0.0348848	0.0404047	0.475968	0.982067	1.15408	1.07071	1.20441	1
XPO5	56	22	0.0086448	0.0133245	0.0246907	0.0404273	0.0715166	0.173542	0.837813	0.990864	1.07231	1
BECN1	1	1	0.0156382	0.0315551	0.0815672	0.0771762	0.268592	0.448159	0.55265	0.677925	0.947963	1
FAM96A	6	3	0.0436247	0.207356	0.355213	0.569933	0.771673	0.773345	0.937976	1.07938	1.04179	1
PM20D2	1	1	0	0	0	0.157053	0.280087	0.402379	0.47849	0.923372	1.10293	1
HK1	39	17	0.0175651	0.0199014	0.0306213	0.0775831	0.202838	0.436073	0.801014	0.949915	0.933807	1
HYPK	10	5	0.294507	0.345245	0.347912	0.457527	0.554522	0.5893	0.862514	0.88409	1.03604	1
PPOX	7	4	0.0191797	0.0281559	0.0329362	0.0610224	0.197862	0.433029	0.701814	0.82636	1.01091	1
SKIV2L	1	1	0.386461	0.465415	0.319086	0.379633	0.758355	0.774684	1.11011	1.04098	0.9975	1
EHMT2	2	2	0.039722	0.0710476	0.103034	0.14006	0.211074	0.223767	0.556272	0.606429	0.786205	1
MTHFD2	6	4	0.00781987	0.0280915	0.0604726	0.353812	0.908326	0.978519	1.1441	1.06144	1.27064	1
TNFAIP2	1	1	0	0.0110436	0.0175462	0.0378557	0.0669254	0.0943006	0.19577	0.585721	0.874896	1
IDH3A	18	11	0.0204876	0.0453325	0.172194	0.428812	0.821095	0.991051	0.999277	0.972159	1.05691	1
NPEPPS	27	15	0.0156516	0.0254271	0.0643999	0.154792	0.420255	0.668018	0.883344	0.945457	1.02883	1
PDIA4	31	18	0.0324726	0.0571349	0.0677738	0.111014	0.170048	0.303937	0.72494	0.964834	1.04759	1
PLCD1	3	2	0.01266	0.0340075	0.0421031	0.0468282	0.136969	0.235958	0.800848	1.04197	1.14905	1
ELP5	3	2	0.133334	0.228735	0.370388	0.379538	0.558733	0.523328	0.748581	0.723602	0.936703	1
SPAG5	4	4	0.0124449	0.0152862	0.0166495	0.0386976	0.0346254	0.0310359	0.173065	0.634493	1.0072	1
CHTF18	5	4	0.0291321	0.0183285	0.0237552	0.0344931	0.0682509	0.0472762	0.118308	0.237368	0.824899	1
GTPBP2	3	2	0.0538573	0.0242733	0.0457111	0.0981048	0.192144	0.261211	0.482154	0.6734	0.965417	1
UROS	2	2	0.0155933	0.0521374	0.0650616	0.138261	0.238283	0.473018	0.899775	0.913433	1.06922	1
TIA1	4	4	0.000625044	0.00594369	0.0228845	0.13914	0.320246	0.496043	0.718936	0.911635	1.19398	1
MAPK3	3	3	0.0342637	0.0836811	0.0613241	0.0983315	0.164152	0.377811	0.773599	1.0015	0.994556	1
CCDC115	1	1	0.036037	0.0281758	0.119411	0.134085	0.178138	0.220981	0.333071	0.542253	0.897278	1
FGD4|FGD1|FGD3|FGD2	1	1	0	0	0	0	0	0.0772334	0.518899	1.00374	1.12312	1
THG1L	5	2	0.0538688	0.0369347	0.219545	0.63845	0.789076	0.917009	1.07473	1.1126	1.09648	1
DHX30	1	1	0	0.053384	0.0403852	0.0196298	0.113867	0.368615	0.717098	1.12581	0.776864	1
NIT2	9	8	0.00693005	0.0107263	0.108807	0.404373	0.770846	0.86814	1.01237	1.06116	1.06999	1
LDHD	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACN9	1	1	0.00669881	0.0135406	0.0149626	0.0567196	0.272117	0.492511	0.805673	0.956785	1.10892	1
CPSF2	11	8	0.00471075	0.0228922	0.0330338	0.0542257	0.111601	0.229456	0.334319	0.739182	0.968594	1
HMGCS1	8	5	0.011433	0.0544258	0.153296	0.585752	0.907655	1.00339	1.01611	0.964173	1.00792	1
XPO6	9	9	0.01899	0.0156558	0.028694	0.047597	0.0633645	0.153141	0.630127	0.96155	0.995577	1
ACCS	1	1	0.0328677	0.0236504	0.544127	1.01092	1.17028	1.17216	1.3438	1.47922	1.60065	1
ATXN3	2	2	0	0.0157617	0.0892558	0.131167	0.217297	0.245736	0.609561	0.89328	1.00321	1
ITGB1	2	2	0.098809	0.119661	0.0807679	0.165106	0.35995	0.512384	1.0256	0.968691	1.27297	1
YKT6	8	4	0.0313516	0.0470365	0.262458	0.680588	0.824732	0.94606	1.02559	1.05399	1.08107	1
TSNAX	15	8	0.102557	0.373037	0.443928	0.610732	0.705052	0.761264	1.01639	0.999392	1.00603	1
OGDH	8	8	0.0294863	0.0347311	0.0542286	0.0976257	0.182286	0.41107	0.977294	1.03063	1.348	1
SCAF11	1	1	0.136966	0.114263	0.169212	0.406905	0.481347	0.545872	0.818861	0.849173	0.794791	1
PCCB	15	8	0.0319625	0.0620597	0.144859	0.445946	0.685491	0.61309	0.83861	0.84207	1.08344	1
PDCD2	1	1	0	0.0473524	0.0443014	0.0542692	0.26172	0.290872	0.623202	0.52784	0.548433	1
GLUL	15	9	0.00934411	0.0211653	0.0596102	0.327343	0.493622	0.721137	0.970973	0.952352	1.00261	1
LSM6	3	2	0.952603	1.1184	0.887325	1.13766	1.01831	1.09102	1.0072	1.13082	1.04792	1
WDR36	2	1	0.00589524	0.0268578	0	0.0127303	0.0710207	0.472979	0.980361	0.940333	0.944591	1
APAF1	8	7	0.00769049	0.0155776	0.0310769	0.0381986	0.067175	0.158122	0.590965	0.798025	1.04626	1
AKR1C1	14	8	0.0167401	0.0296225	0.0464104	0.0651102	0.0956078	0.135548	0.220894	0.754572	1.06428	1
WDR43	8	5	0.0345412	0.100379	0.405109	1.46243	3.29281	4.21089	3.14314	1.27605	1.01017	1
PRKACA	6	4	0.0133963	0.038118	0.0283195	0.103912	0.401038	0.606933	0.77207	0.904933	1.01173	1
RNASET2	12	4	0.0339988	0.114695	0.264686	0.489372	0.840525	0.842043	1.01446	0.890405	1.0121	1
ZWINT	3	2	0.0302822	0.0484715	0.067473	0.0801984	0.130416	0.20232	0.418171	0.636287	0.859263	1
GPKOW	20	11	0.0194309	0.0370612	0.0590991	0.0937972	0.106885	0.127908	0.478388	0.879945	0.986334	1
HNRNPA3	3	3	0.0598561	0.0478541	0.0145547	0.0355637	0.0860429	0.290239	0.827021	0.9462	1.12444	1
ZZEF1	5	5	0.0192228	0.0548085	0.0515713	0.0600348	0.0962116	0.211093	0.826674	0.938955	1.03051	1
UBAC1	20	12	0.0420601	0.0458096	0.0452277	0.0563142	0.141714	0.36181	0.746117	0.968737	1.06584	1
UBR1	5	4	0	0.00870158	0.049224	0.0570671	0.0600688	0.0737905	0.144305	0.570101	0.906689	1
COG4	7	5	0.0125516	0.0283492	0.028052	0.0620736	0.082015	0.104992	0.216387	0.51681	0.839146	1
CBLB	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBR2	8	6	0.0132965	0.0223875	0.0418454	0.0921012	0.136658	0.164174	0.309398	0.741173	0.877129	1
LDB1	5	3	0.315364	0.338936	0.384818	0.601346	0.750441	0.789751	0.905099	0.992294	0.982491	1
EIF5A	23	10	0.0493837	0.0804565	0.0622704	0.0904904	0.127032	0.298058	0.77782	1.00935	1.05601	1
GNB2L1	2	2	0.0527458	0.207656	0.164586	0.292333	0.53198	0.749324	1.33518	1.16301	1.35037	1
PDAP1	5	3	2.60424	1.83499	1.54296	1.67291	1.08514	0.872433	1.44873	1.0484	0.942749	1
CALM2|CALM1	7	3	0.304475	0.67227	0.496898	0.812247	0.98329	0.943052	1.05477	1.06579	1.05502	1
SETD6	2	2	0	0	0.106651	0.177778	0.246243	0.38356	0.606712	0.8563	0.985945	1
RUVBL1	51	18	0.0225325	0.566733	0.694165	0.993992	0.997182	0.810851	0.910294	0.977183	1.02159	1
NFE2	1	1	0.0564597	0.0826387	0.0543923	0.0883534	0.139072	0.197853	0.43482	0.77003	1.07276	1
SRSF7	1	1	0.25462	0.0492746	0.0568347	0.184608	0.496489	0.617409	0.724346	0.927019	1.22475	1
LTA4H	30	13	0.0311903	0.0595574	0.0630005	0.181496	0.618843	0.875086	0.978015	0.987878	1.09413	1
TRMT11	3	2	0.0301894	0.0689585	0.143092	0.620351	1.16409	1.11913	1.06676	1.1034	1.10905	1
NT5C2	11	7	0.0136751	0.0486577	0.433684	0.759934	0.855706	0.875395	0.957269	1.04122	1.02574	1
SEPHS1	20	6	0.611768	0.625434	0.529121	0.69517	0.823108	0.864924	0.925467	1.01417	1.01062	1
CCNK	2	2	0.0357448	0.0476427	0.112692	0.266865	0.538752	0.800224	0.685791	0.781467	0.968238	1
ACBD3	8	4	0.0180879	0.0421415	0.0575571	0.0673916	0.135631	0.372882	0.841852	0.962315	1.0668	1
RPRD1A	4	3	0.0264374	0.0233417	0.0221914	0.0291335	0.0317253	0.0498455	0.3427	0.85071	1.07707	1
CARS	1	1	0.00696394	0.0247649	0.0431866	0.0737693	0.198186	0.449991	0.866857	0.990099	1.26238	1
HTRA2	10	6	0.0597823	0.214963	0.507379	0.903989	0.950587	0.82939	0.871073	0.847999	1.00737	1
ANXA2	25	10	0.0128855	0.0196754	0.0482884	0.085154	0.488873	0.770793	0.943772	0.989525	1.06956	1
NARS	30	12	0.00810155	0.0226337	0.348442	0.808751	0.934774	0.998452	1.06794	1.03774	1.09083	1
EXOC4	7	4	0.0040119	0.00424653	0.0181004	0.0250568	0.0379586	0.0836598	0.361962	0.774527	0.924156	1
RB1	11	7	0.00479486	0.0184452	0.0582717	0.206095	0.351337	0.469103	0.767327	1.01003	0.958527	1
HAUS4	7	7	0.110206	0.117636	0.106835	0.14485	0.187905	0.202004	0.365098	0.885211	1.02995	1
CMPK1	7	5	0.0274194	0.0334917	0.0351924	0.0553082	0.236523	0.578091	0.902126	0.993654	1.04442	1
ECHS1	32	11	0.021785	0.0416286	0.0614161	0.076427	0.682026	1.24095	1.24199	1.11974	1.23479	1
PEBP1	15	7	0.0781734	0.250561	0.408941	0.617544	0.866818	0.861133	0.978631	1.01411	1.06104	1
DNAJA1	11	9	0	0.00866628	0.0239463	0.0488215	0.10118	0.143952	0.417339	0.603372	0.881719	1
SMYD3	4	3	0.000908742	0.0232541	0.0280694	0.0408659	0.0538194	0.0541135	0.298503	0.780739	1.12877	1
SAMSN1	6	5	0.0344313	0.0473023	0.0551921	0.0781334	0.162717	0.365308	0.92196	0.985807	1.13077	1
RRM2	17	6	0.403595	0.617569	0.588041	0.822385	0.764312	0.769187	1.00531	0.991622	1.05181	1
TUBB2B	1	1	0.00995381	0.0836685	0.280755	0.546264	0.796563	0.752431	0.87813	0.979096	0.899873	1
TUBB	27	4	0.00661888	0.0186699	0.131446	0.345063	0.505477	0.593739	0.876771	0.868568	0.960673	1
RIC8A	6	5	0.0438623	0.0673231	0.0843204	0.0982972	0.153304	0.18229	0.457622	0.845277	1.02408	1
DDX12P|DDX11	2	2	0	0.0325142	0	0.114568	0.189734	0.289435	0.514542	0.693561	0.984823	1
PRUNE	6	3	0.000633711	0.00261505	0.00779525	0.0165689	0.0191377	0.132286	0.680449	0.924692	0.952805	1
PC	17	12	0.011604	0.0291826	0.0328419	0.0534513	0.0903546	0.275326	0.861168	0.929771	1.17033	1
CYTH2	1	1	0	0	0	0.153315	0	0	0.188378	0.246627	0.603879	1
KNTC1	22	14	0.0129764	0.013937	0.0238622	0.0392755	0.0532771	0.140079	0.729133	0.915392	0.991178	1
MRPL48	2	1	0.0339158	0.0209103	0.0444453	0.0510834	0.0844191	0.18268	0.58667	0.828427	1.31666	1
